"","Adaptable","BestValue","CuttingEdge","Delightful","Exciting","Friendly","Generous","Helpful","Intuitive","Brand"
"2817",3,1,1,3,2,5,5,4,4,"Marca_2"
"2818",4,4,4,5,4,3,3,4,3,"Marca_1"
"2819",4,4,3,6,4,5,4,5,4,"Marca_1"
"2820",5,6,5,4,3,4,4,3,3,"Marca_2"
"2821",4,4,4,4,3,6,2,6,5,"Marca_3"
"2822",6,4,5,4,4,5,5,6,5,"Marca_1"
"2823",5,3,2,4,3,4,4,4,3,"Marca_2"
"2824",4,3,5,5,4,6,5,5,5,"Marca_3"
"2825",5,3,4,4,4,5,2,5,3,"Marca_2"
"2826",3,4,4,4,4,5,3,4,3,"Marca_2"
"2827",5,5,5,5,5,5,5,5,3,"Marca_2"
"2828",4,4,5,4,2,5,3,4,4,"Marca_2"
"2829",3,5,5,4,3,4,4,4,3,"Marca_2"
"2830",3,4,6,4,5,4,4,3,3,"Marca_2"
"2831",4,2,6,6,4,5,4,5,4,"Marca_2"
"2832",5,4,4,4,4,5,3,5,5,"Marca_2"
"2833",4,4,6,6,5,5,5,3,3,"Marca_2"
"2834",5,5,3,3,4,4,3,3,4,"Marca_2"
"2835",4,4,5,4,5,4,4,4,3,"Marca_4"
"2836",4,3,4,3,4,4,5,4,3,"Marca_1"
"2837",4,2,5,5,6,4,3,4,4,"Marca_1"
"2838",5,4,5,4,3,4,3,5,5,"Marca_2"
"2839",4,2,3,4,5,6,4,4,5,"Marca_3"
"2840",5,4,5,5,4,5,5,5,5,"Marca_2"
"2841",5,4,3,5,4,6,4,5,4,"Marca_3"
"2842",4,4,5,4,5,4,5,4,3,"Marca_1"
"2843",5,3,6,5,6,6,6,2,3,"Marca_1"
"2844",4,5,6,4,3,4,4,4,4,"Marca_1"
"2845",4,4,3,3,3,5,2,4,4,"Marca_2"
"2846",5,3,3,4,5,4,3,4,2,"Marca_1"
"2847",5,5,2,4,3,5,5,5,4,"Marca_2"
"2848",4,3,4,4,5,4,5,3,2,"Marca_1"
"2849",4,5,3,4,6,4,3,3,3,"Marca_1"
"2850",3,4,4,5,5,4,4,2,2,"Marca_4"
"2851",3,3,3,4,3,5,4,6,3,"Marca_3"
"2852",5,4,3,2,3,5,3,5,5,"Marca_2"
"2853",5,4,5,4,4,5,4,4,4,"Marca_1"
"2854",5,4,6,5,5,5,5,3,3,"Marca_4"
"2855",4,3,4,4,3,4,2,3,4,"Marca_1"
"2856",4,3,4,5,4,4,4,3,3,"Marca_1"
"2857",4,3,3,5,4,4,4,5,4,"Marca_1"
"2858",4,2,6,4,3,5,4,3,3,"Marca_1"
"2859",5,4,4,6,4,6,5,6,5,"Marca_2"
"2860",4,5,5,4,5,4,5,5,4,"Marca_2"
"2861",4,5,3,2,3,6,5,2,3,"Marca_2"
"2862",3,4,7,4,4,3,5,5,4,"Marca_4"
"2863",6,4,2,4,2,5,4,3,5,"Marca_2"
"2864",4,3,3,4,3,5,5,5,3,"Marca_2"
"2865",5,4,3,3,3,5,6,5,4,"Marca_3"
"2866",5,3,4,4,3,6,5,6,5,"Marca_2"
"2867",6,7,3,4,4,4,3,3,5,"Marca_1"
"2868",4,5,4,4,4,3,4,5,3,"Marca_1"
"2869",4,4,4,4,4,4,3,4,3,"Marca_1"
"2870",4,3,5,5,4,5,3,4,4,"Marca_1"
"2871",5,5,3,3,6,3,4,4,3,"Marca_1"
"2872",3,4,5,4,4,3,3,4,3,"Marca_1"
"2873",5,7,4,5,3,2,4,3,3,"Marca_1"
"2874",3,4,5,4,3,5,2,3,4,"Marca_2"
"2875",5,5,4,3,3,4,4,5,4,"Marca_2"
"2876",3,6,4,4,6,4,5,3,3,"Marca_1"
"2877",3,3,2,3,4,3,4,3,5,"Marca_2"
"2878",3,4,5,4,3,5,4,3,3,"Marca_3"
"2879",5,3,5,4,4,4,4,4,4,"Marca_1"
"2880",3,4,6,6,4,3,5,3,3,"Marca_4"
"2881",3,3,4,3,3,3,4,3,2,"Marca_2"
"2882",5,4,3,4,5,5,4,3,5,"Marca_2"
"2883",3,3,5,5,5,4,4,5,3,"Marca_1"
"2884",5,5,5,4,5,4,4,5,4,"Marca_2"
"2885",4,3,4,5,5,3,6,3,5,"Marca_1"
"2886",5,4,5,5,4,5,4,3,5,"Marca_2"
"2887",6,6,3,4,2,5,3,5,4,"Marca_4"
"2888",5,2,6,4,4,5,4,4,6,"Marca_1"
"2889",5,6,4,5,3,5,3,3,3,"Marca_4"
"2890",4,3,3,3,3,5,4,5,4,"Marca_1"
"2891",5,4,3,4,4,5,5,5,5,"Marca_2"
"2892",4,3,3,3,3,3,3,3,3,"Marca_2"
"2893",4,2,4,3,5,3,5,4,2,"Marca_4"
"2894",3,3,3,3,3,4,3,2,1,"Marca_2"
"2895",4,5,4,5,3,2,5,2,4,"Marca_1"
"2896",4,3,3,3,5,4,3,3,4,"Marca_2"
"2897",3,2,3,3,5,5,3,4,3,"Marca_3"
"2898",5,3,6,3,6,4,4,3,5,"Marca_2"
"2899",4,4,4,5,5,4,5,3,4,"Marca_2"
"2900",5,4,5,3,4,6,6,4,5,"Marca_2"
"2901",3,2,4,3,3,3,4,3,3,"Marca_2"
"2902",4,5,3,2,3,3,2,4,4,"Marca_2"
"2903",4,4,3,2,3,5,5,5,4,"Marca_3"
"2904",5,7,4,4,3,3,5,2,3,"Marca_2"
"2905",4,2,3,3,3,4,4,4,3,"Marca_3"
"2906",2,2,2,4,3,3,2,4,3,"Marca_2"
"2907",4,3,4,5,4,5,4,4,4,"Marca_2"
"2908",5,5,5,5,5,5,5,3,4,"Marca_4"
"2909",5,3,5,6,5,4,4,4,4,"Marca_1"
"2910",2,2,5,4,5,4,2,2,4,"Marca_1"
"2911",5,5,5,4,2,4,3,4,4,"Marca_1"
"2912",6,5,3,4,2,3,3,3,2,"Marca_2"
"2913",3,4,5,4,4,4,4,4,2,"Marca_1"
"2914",5,4,3,4,4,4,4,3,3,"Marca_1"
"2915",3,4,5,5,4,4,3,4,3,"Marca_1"
"2916",2,2,2,3,4,6,4,4,4,"Marca_2"
"2917",5,5,5,4,5,7,4,5,5,"Marca_1"
"2918",4,5,5,4,4,3,5,2,3,"Marca_1"
"2919",5,4,3,4,4,4,5,5,5,"Marca_3"
"2920",3,3,4,4,4,3,5,1,2,"Marca_1"
"2921",3,3,3,4,5,4,5,4,4,"Marca_1"
"2922",3,2,4,6,5,5,5,5,5,"Marca_4"
"2923",5,5,3,3,3,4,3,4,3,"Marca_2"
"2924",4,3,4,4,3,4,4,4,4,"Marca_2"
"2925",6,5,4,4,4,7,4,5,6,"Marca_2"
"2926",3,4,3,4,3,5,2,5,4,"Marca_1"
"2927",4,5,6,5,4,3,6,5,4,"Marca_1"
"2928",4,4,4,4,3,5,3,4,5,"Marca_2"
"2929",6,4,3,5,4,6,4,4,4,"Marca_1"
"2930",3,3,3,3,2,4,4,4,4,"Marca_2"
"2931",4,5,2,2,2,5,4,4,4,"Marca_2"
"2932",4,3,4,5,3,5,5,3,4,"Marca_2"
"2933",4,3,5,6,6,4,4,5,5,"Marca_1"
"2934",6,5,5,5,6,5,5,6,5,"Marca_1"
"2935",5,4,3,3,5,4,4,3,2,"Marca_1"
"2936",3,5,4,3,4,3,4,4,3,"Marca_1"
"2937",5,3,4,4,3,6,4,7,6,"Marca_2"
"2938",4,3,5,2,2,3,5,3,4,"Marca_2"
"2939",4,3,5,4,4,4,4,5,5,"Marca_1"
"2940",5,5,4,3,2,3,4,5,4,"Marca_3"
"2941",6,5,1,5,2,5,3,4,4,"Marca_1"
"2942",4,4,3,4,4,5,4,4,3,"Marca_1"
"2943",6,5,5,3,4,5,4,3,3,"Marca_2"
"2944",3,1,4,4,5,5,4,4,5,"Marca_3"
"2945",3,3,5,4,3,4,5,2,3,"Marca_1"
"2946",6,5,4,5,4,5,5,5,5,"Marca_4"
"2947",3,5,6,4,3,3,4,3,4,"Marca_1"
"2948",4,2,4,4,4,5,2,3,4,"Marca_2"
"2949",3,3,5,5,4,5,5,3,4,"Marca_2"
"2950",4,4,3,4,4,5,4,5,3,"Marca_1"
"2951",5,3,5,4,5,5,5,4,5,"Marca_4"
"2952",5,5,5,3,3,5,4,3,3,"Marca_2"
"2953",6,4,5,4,4,5,5,5,4,"Marca_2"
"2954",6,5,5,6,5,3,5,4,4,"Marca_1"
"2955",3,4,5,4,6,4,4,1,3,"Marca_1"
"2956",3,2,4,4,5,5,4,4,2,"Marca_1"
"2957",5,4,3,3,2,4,4,4,4,"Marca_1"
"2958",5,3,4,3,3,4,3,6,4,"Marca_3"
"2959",5,6,6,4,4,3,5,2,3,"Marca_1"
"2960",4,5,3,4,3,2,4,4,4,"Marca_4"
"2961",3,5,5,5,5,6,5,3,4,"Marca_1"
"2962",4,2,3,4,5,4,3,4,4,"Marca_1"
"2963",5,3,5,5,5,3,5,4,2,"Marca_4"
"2964",5,3,2,2,2,4,3,4,3,"Marca_2"
"2965",4,2,3,3,5,5,3,4,4,"Marca_1"
"2966",4,3,6,5,5,3,4,5,5,"Marca_1"
"2967",3,3,5,4,5,4,3,6,4,"Marca_1"
"2968",3,3,3,4,4,4,4,5,4,"Marca_2"
"2969",3,3,5,5,4,3,4,4,5,"Marca_1"
"2970",4,5,5,4,4,5,4,4,3,"Marca_2"
"2971",5,5,4,5,2,4,4,4,4,"Marca_1"
"2972",4,3,6,4,5,5,6,2,3,"Marca_2"
"2973",6,4,6,5,5,4,2,5,4,"Marca_4"
"2974",3,2,5,5,4,5,5,5,5,"Marca_1"
"2975",5,5,4,3,3,3,4,4,3,"Marca_2"
"2976",3,4,5,4,5,3,4,2,3,"Marca_1"
"2977",5,4,3,3,4,4,3,5,5,"Marca_3"
"2978",5,4,5,5,5,4,4,4,6,"Marca_4"
"2979",4,5,4,4,2,3,3,3,2,"Marca_1"
"2980",5,4,2,5,2,4,4,4,4,"Marca_2"
"2981",6,4,4,3,4,4,2,4,4,"Marca_1"
"2982",6,5,3,3,3,6,4,5,5,"Marca_3"
"2983",4,3,4,5,6,4,5,4,3,"Marca_2"
"2984",4,3,6,4,4,6,5,3,6,"Marca_2"
"2985",5,3,5,4,5,5,4,4,3,"Marca_1"
"2986",4,3,3,3,4,3,5,4,4,"Marca_2"
"2987",4,4,4,4,3,5,3,3,3,"Marca_1"
"2988",4,4,6,4,6,4,4,4,3,"Marca_1"
"2989",5,5,4,6,5,3,4,4,5,"Marca_2"
"2990",5,4,6,4,4,4,6,4,3,"Marca_4"
"2991",4,5,4,4,5,4,5,3,3,"Marca_1"
"2992",4,2,3,3,4,4,4,3,3,"Marca_1"
"2993",4,4,1,3,4,3,2,2,3,"Marca_4"
"2994",5,4,3,3,3,5,5,3,3,"Marca_2"
"2995",4,4,5,4,5,4,4,2,3,"Marca_4"
"2996",4,4,4,3,5,4,3,3,5,"Marca_1"
"2997",5,5,5,4,7,5,3,4,5,"Marca_2"
"2998",5,5,5,4,4,5,4,5,5,"Marca_2"
"2999",4,4,4,3,4,5,4,3,3,"Marca_2"
"3000",5,5,6,6,5,3,5,5,4,"Marca_4"
"3001",5,3,4,3,2,6,3,5,6,"Marca_2"
"3002",6,5,5,4,4,5,3,5,5,"Marca_1"
"3003",5,4,4,2,5,5,4,4,6,"Marca_2"
"3004",5,4,3,5,5,4,3,4,3,"Marca_1"
"3005",3,3,5,4,4,4,5,3,2,"Marca_2"
"3006",6,5,4,4,4,5,4,5,5,"Marca_1"
"3007",5,6,6,3,3,4,4,3,4,"Marca_4"
"3008",5,4,5,5,3,4,4,4,5,"Marca_1"
"3009",4,4,4,3,4,1,3,3,3,"Marca_1"
"3010",3,3,4,4,5,5,3,3,3,"Marca_2"
"3011",3,2,3,5,4,3,4,5,4,"Marca_1"
"3012",4,2,3,3,2,4,5,3,3,"Marca_2"
"3013",3,3,5,4,4,4,4,2,4,"Marca_2"
"3014",5,3,5,4,5,4,5,3,4,"Marca_1"
"3015",4,6,5,5,4,3,4,4,4,"Marca_4"
"3016",4,4,7,4,5,4,3,4,4,"Marca_2"
"3017",5,2,3,4,5,5,4,5,4,"Marca_2"
"3018",6,5,4,6,6,4,5,4,4,"Marca_1"
"3019",4,2,5,6,4,5,4,5,5,"Marca_1"
"3020",3,3,4,5,5,5,3,3,4,"Marca_1"
"3021",5,3,4,3,5,4,3,4,3,"Marca_1"
"3022",4,3,4,5,4,4,3,4,3,"Marca_3"
"3023",3,3,4,4,3,3,4,3,3,"Marca_1"
"3024",3,4,4,5,4,5,3,5,4,"Marca_1"
"3025",3,2,3,2,3,4,4,5,4,"Marca_3"
"3026",3,3,4,3,4,4,4,5,4,"Marca_1"
"3027",5,4,4,5,5,4,3,4,4,"Marca_1"
"3028",3,4,2,3,4,6,4,3,4,"Marca_3"
"3029",5,3,4,4,3,3,4,3,4,"Marca_2"
"3030",3,3,3,3,4,3,4,3,4,"Marca_1"
"3031",4,3,4,4,2,4,3,4,5,"Marca_2"
"3032",4,5,3,4,4,4,3,6,4,"Marca_2"
"3033",5,5,5,5,5,3,4,3,4,"Marca_1"
"3034",4,4,2,3,3,4,4,4,4,"Marca_2"
"3035",4,6,3,3,3,3,3,2,2,"Marca_4"
"3036",4,4,6,5,5,5,3,4,4,"Marca_1"
"3037",3,5,3,4,3,5,4,6,4,"Marca_2"
"3038",4,5,4,4,4,4,3,3,3,"Marca_1"
"3039",5,2,4,3,3,4,4,4,4,"Marca_2"
"3040",4,3,5,5,5,5,5,5,4,"Marca_1"
"3041",5,4,3,3,3,4,4,3,3,"Marca_1"
"3042",4,2,4,4,4,3,5,4,4,"Marca_4"
"3043",3,5,4,4,4,3,3,4,3,"Marca_2"
"3044",5,4,6,5,5,4,5,4,4,"Marca_4"
"3045",3,3,5,4,4,3,4,3,4,"Marca_2"
"3046",5,3,5,3,3,4,5,4,3,"Marca_3"
"3047",4,4,4,5,4,5,2,6,6,"Marca_3"
"3048",4,3,5,4,5,3,5,3,4,"Marca_1"
"3049",4,4,5,4,4,5,5,4,4,"Marca_2"
"3050",4,5,6,5,4,4,4,4,3,"Marca_1"
